CustomerID,TotalCompras,TotalGastado,Recency,NumeroProductosDistintos,TicketPromedio
13753.0,35,741.26,287,35,21.178857142857144
13754.0,12,282.59999999999997,151,11,23.549999999999997
13755.0,343,2154.68,3,232,6.281865889212828
13756.0,143,5145.12,1,66,35.979860139860136
13758.0,117,3190.55,11,104,27.26965811965812
13759.0,25,659.4100000000001,32,24,26.376400000000004
13760.0,57,286.79,53,50,5.03140350877193
13761.0,70,1070.65,49,68,15.295000000000002
13762.0,14,3.552713678800501e-15,203,7,2.5376526277146434e-16
13763.0,17,1689.46,62,17,99.38
13764.0,208,1521.76,70,183,7.3161538461538465
13767.0,399,16945.71,1,55,42.470451127819544
13769.0,143,2771.87,1,73,19.383706293706293
13771.0,120,2631.7,63,114,21.930833333333332
13772.0,177,1132.13,33,141,6.396214689265538
13774.0,22,345.0,81,22,15.681818181818182
13777.0,219,25748.350000000002,0,40,117.57237442922376
13778.0,9,178.7,102,9,19.855555555555554
13780.0,57,360.01,6,56,6.315964912280702
13781.0,17,127.84,250,17,7.5200000000000005
13782.0,115,912.0,12,96,7.930434782608696
13784.0,31,2462.79,9,9,79.44483870967741
13786.0,7,230.39999999999998,366,7,32.91428571428571
13787.0,31,309.04,75,24,9.969032258064518
13790.0,45,348.8,3,45,7.751111111111111
13791.0,17,1047.68,42,7,61.62823529411765
13792.0,13,195.55,65,13,15.042307692307693
13798.0,439,36351.42,0,115,82.8050569476082
13799.0,39,688.86,116,32,17.663076923076922
13800.0,33,558.32,309,33,16.91878787878788
13801.0,23,324.8,66,23,14.121739130434783
13802.0,66,3906.27,137,57,59.18590909090909
13803.0,17,277.07,254,17,16.298235294117646
13804.0,137,2635.79,30,124,19.23934306569343
13805.0,13,924.6,51,10,71.12307692307692
13806.0,10,256.38,63,10,25.637999999999998
13807.0,7,112.6,366,7,16.085714285714285
13808.0,76,1747.66,5,70,22.995526315789476
13809.0,12,155.05,304,11,12.920833333333334
13810.0,36,899.51,28,32,24.98638888888889
13811.0,14,591.75,183,7,42.267857142857146
13812.0,36,539.0,41,33,14.972222222222221
13813.0,71,1353.41,39,54,19.06211267605634
13814.0,58,1562.12,55,37,26.933103448275862
13815.0,177,4014.91,21,132,22.683107344632766
13816.0,33,555.04,23,27,16.819393939393937
13817.0,24,382.98,28,20,15.957500000000001
13819.0,36,1140.35,301,26,31.676388888888887
13821.0,59,385.64,144,51,6.536271186440678
13822.0,96,632.0,5,90,6.583333333333333
13823.0,40,957.66,18,39,23.941499999999998
13824.0,46,1698.94,32,34,36.93347826086956
13826.0,12,174.65,157,11,14.554166666666667
13827.0,93,412.05,57,83,4.430645161290323
13828.0,15,209.49,21,15,13.966000000000001
13829.0,1,-102.0,358,1,-102.0
13831.0,74,2202.99,15,58,29.77013513513513
13832.0,4,40.949999999999996,17,3,10.237499999999999
13833.0,29,384.8,158,28,13.26896551724138
13835.0,55,834.57,24,48,15.174000000000001
13837.0,19,271.24,211,17,14.275789473684211
13838.0,174,691.73,5,144,3.975459770114943
13841.0,1,85.0,252,1,85.0
13842.0,206,3385.62,58,155,16.43504854368932
13844.0,20,361.62,10,20,18.081
13845.0,9,312.98,64,9,34.775555555555556
13846.0,58,847.61,24,56,14.613965517241379
13848.0,5,1255.0,91,3,251.0
13849.0,101,1537.95,51,97,15.227227722772279
13850.0,94,1586.81,87,93,16.88095744680851
13851.0,81,2651.46,95,77,32.73407407407407
13853.0,24,1056.94,8,23,44.03916666666667
13854.0,114,8025.0199999999995,8,39,70.39491228070175
13856.0,17,363.4,168,10,21.376470588235293
13858.0,11,216.17,56,11,19.651818181818182
13859.0,28,201.16,325,27,7.184285714285714
13860.0,77,1240.0,0,58,16.103896103896105
13862.0,142,2187.31,17,97,15.403591549295774
13863.0,22,299.56,244,20,13.616363636363637
13865.0,30,501.56,57,26,16.718666666666667
13866.0,7,145.67000000000002,73,7,20.810000000000002
13867.0,61,1015.29,30,51,16.644098360655736
13868.0,33,3192.54,6,32,96.74363636363637
13869.0,307,3104.95,122,234,10.11384364820847
13870.0,118,2751.25,1,91,23.315677966101696
13871.0,338,6389.8,22,155,18.90473372781065
13873.0,24,381.7,119,21,15.904166666666667
13874.0,18,540.45,357,18,30.025000000000002
13875.0,104,1786.79,53,79,17.180673076923078
13876.0,7,122.7,63,7,17.52857142857143
13877.0,3,117.24,85,3,39.08
13878.0,36,1281.53,54,35,35.598055555555554
13880.0,165,3219.77,20,125,19.513757575757577
13881.0,180,16989.52,3,72,94.38622222222223
13882.0,66,1131.28,2,54,17.14060606060606
13883.0,155,2538.75,0,110,16.379032258064516
13884.0,60,781.3000000000001,6,45,13.021666666666668
13885.0,28,506.8,188,28,18.1
13886.0,16,243.56,70,16,15.2225
13887.0,19,349.55,203,19,18.397368421052633
13888.0,40,605.63,119,38,15.14075
13889.0,15,416.90000000000003,92,15,27.793333333333337
13890.0,114,1860.8600000000001,0,74,16.323333333333334
13892.0,27,632.97,26,26,23.443333333333335
13893.0,21,821.1,297,21,39.1
13894.0,30,535.97,21,25,17.865666666666666
13895.0,119,2588.12,20,97,21.74890756302521
13897.0,17,311.16,49,17,18.303529411764707
13898.0,12,155.93,325,12,12.994166666666667
13899.0,19,388.52,15,19,20.448421052631577
13900.0,43,740.95,182,42,17.23139534883721
13901.0,149,2867.2,71,144,19.242953020134227
13904.0,26,332.64,36,24,12.793846153846154
13908.0,126,2347.05,79,104,18.627380952380953
13911.0,148,2580.91,56,120,17.43858108108108
13914.0,34,613.95,3,28,18.05735294117647
13917.0,18,272.04,49,16,15.113333333333335
13918.0,30,1212.8400000000001,49,30,40.428000000000004
13919.0,33,350.15999999999997,52,24,10.61090909090909
13922.0,7,172.25,351,7,24.607142857142858
13923.0,20,351.13,53,20,17.5565
13924.0,137,1682.08,1,91,12.277956204379562
13925.0,45,616.65,35,28,13.703333333333333
13926.0,11,223.85000000000002,22,11,20.35
13927.0,21,348.99,74,21,16.61857142857143
13928.0,27,464.57,10,23,17.206296296296298
13929.0,10,802.85,168,8,80.285
13930.0,17,337.34,57,15,19.843529411764706
13931.0,59,1230.93,85,56,20.86322033898305
13932.0,16,307.4,294,16,19.2125
13933.0,23,608.7900000000001,108,23,26.469130434782613
13934.0,31,922.1,263,31,29.74516129032258
13936.0,27,361.28,170,26,13.38074074074074
13937.0,9,158.85,168,9,17.65
13938.0,7,71.66,34,7,10.237142857142857
13939.0,46,556.75,22,43,12.103260869565217
13940.0,49,839.14,16,39,17.12530612244898
13941.0,47,4912.41,21,24,104.51936170212765
13946.0,11,561.5699999999999,78,11,51.05181818181818
13947.0,5,90.6,64,5,18.119999999999997
13948.0,3,102.0,360,3,34.0
13949.0,160,2427.32,2,124,15.170750000000002
13950.0,36,728.56,10,33,20.237777777777776
13951.0,39,674.45,175,38,17.293589743589745
13952.0,138,3246.091,210,120,23.52239855072464
13953.0,20,3515.68,6,8,175.784
13954.0,30,378.59,1,24,12.619666666666665
13955.0,33,322.96,153,33,9.786666666666665
13956.0,152,1026.42,4,123,6.752763157894737
13958.0,5,-102.45,371,5,-20.490000000000002
13959.0,92,598.2,78,79,6.502173913043479
13960.0,12,230.22,20,11,19.185
13962.0,11,169.55,21,11,15.413636363636364
13963.0,35,664.54,307,35,18.986857142857144
13967.0,2,80.7,145,2,40.35
13969.0,633,8986.69,6,334,14.196982622432861
13971.0,158,2702.2200000000003,8,118,17.102658227848103
13972.0,15,190.25,70,15,12.683333333333334
13973.0,11,264.7,286,11,24.063636363636363
13974.0,28,413.59000000000003,48,28,14.77107142857143
13975.0,340,2503.23,30,240,7.362441176470588
13976.0,10,357.98,206,10,35.798
13978.0,15,196.79000000000002,14,14,13.119333333333335
13979.0,54,869.87,72,54,16.108703703703704
13980.0,11,200.14,59,11,18.19454545454545
13982.0,115,1861.11,38,72,16.183565217391305
13983.0,112,2590.46,29,91,23.129107142857144
13984.0,17,488.03,26,14,28.70764705882353
13985.0,353,7024.53,3,108,19.899518413597733
13986.0,13,320.46,16,12,24.650769230769228
13988.0,239,4098.8,19,188,17.14979079497908
13989.0,41,1266.08,65,33,30.88
13990.0,16,311.3,212,16,19.45625
13991.0,86,850.63,11,58,9.891046511627907
13992.0,5,76.8,29,5,15.36
13993.0,125,3409.66,31,66,27.277279999999998
13994.0,155,2313.14,3,122,14.923483870967742
13995.0,87,1383.49,14,55,15.902183908045977
13999.0,212,3865.26,9,102,18.23235849056604
14000.0,16,633.71,205,15,39.606875
14001.0,40,2030.3300000000002,45,35,50.758250000000004
14002.0,47,529.73,133,47,11.270851063829788
14004.0,171,4582.64,42,102,26.799064327485382
14005.0,84,2874.72,9,53,34.22285714285714
14006.0,30,962.19,115,22,32.073
14009.0,44,685.9300000000001,197,42,15.589318181818184
14012.0,11,328.8,277,11,29.89090909090909
14013.0,34,473.02,109,30,13.91235294117647
14014.0,39,505.18,76,39,12.953333333333333
14015.0,20,917.34,52,20,45.867000000000004
14016.0,162,4328.46,153,154,26.718888888888888
14019.0,68,1398.96,46,37,20.57294117647059
14020.0,39,642.8,16,37,16.48205128205128
14021.0,22,631.9,154,22,28.722727272727273
14022.0,28,440.0,224,28,15.714285714285714
14023.0,31,584.07,6,30,18.840967741935486
14024.0,16,327.7,121,16,20.48125
14027.0,6,104.82,60,6,17.47
14029.0,15,467.66,62,15,31.177333333333333
14030.0,243,2360.09,17,210,9.712304526748971
14031.0,258,14634.640000000001,6,121,56.72341085271319
14032.0,152,2929.84,1,53,19.275263157894738
14034.0,92,512.02,21,82,5.565434782608696
14035.0,66,1428.02,28,41,21.636666666666667
14036.0,38,626.65,284,38,16.49078947368421
14037.0,28,147.20000000000002,175,27,5.257142857142858
14038.0,93,1554.48,77,64,16.71483870967742
14039.0,6,152.2,32,6,25.366666666666664
14040.0,241,3542.19,40,147,14.697883817427385
14041.0,21,141.41,265,21,6.733809523809524
14044.0,209,652.82,26,165,3.1235406698564594
14045.0,6,1659.75,108,4,276.625
14046.0,14,154.99,283,14,11.070714285714287
14047.0,34,1290.01,8,22,37.94147058823529
14048.0,88,375.13,276,84,4.262840909090909
14049.0,505,5639.15,16,352,11.166633663366335
14050.0,54,746.36,31,49,13.821481481481483
14051.0,215,15477.34,0,52,71.98762790697674
14052.0,56,225.36,19,56,4.024285714285715
14053.0,4,260.25,123,2,65.0625
14054.0,6,92.46,64,6,15.409999999999998
14055.0,10,725.6400000000001,105,10,72.56400000000001
14056.0,1128,8124.4,0,321,7.2024822695035455
14057.0,291,6147.4,23,179,21.12508591065292
14059.0,8,183.6,266,8,22.95
14060.0,203,6135.38,4,86,30.223546798029556
14062.0,111,10464.85,9,60,94.27792792792793
14064.0,82,1188.32,28,59,14.49170731707317
14066.0,7,152.55,266,7,21.792857142857144
14067.0,52,374.7,63,51,7.2057692307692305
14068.0,24,265.85,319,22,11.077083333333334
14071.0,333,1307.41,3,271,3.926156156156156
14073.0,14,139.54,20,13,9.967142857142857
14075.0,43,942.26,4,33,21.913023255813954
14076.0,46,122.47,128,43,2.662391304347826
14077.0,42,499.41999999999996,40,33,11.89095238095238
14078.0,65,1049.37,101,46,16.144153846153845
14079.0,12,375.1,124,12,31.258333333333336
14080.0,4,45.599999999999994,32,4,11.399999999999999
14081.0,156,904.67,266,126,5.799166666666666
14082.0,29,182.25,364,28,6.2844827586206895
14083.0,181,1018.43,3,162,5.626685082872928
14085.0,451,4435.79,1,272,9.835454545454546
14087.0,70,181.67,2,62,2.595285714285714
14088.0,590,50415.49,9,379,85.44998305084745
14089.0,14,161.0,56,13,11.5
14090.0,1,76.32000000000001,324,1,76.32000000000001
14092.0,217,4063.1,7,117,18.723963133640552
14093.0,105,442.85,11,95,4.217619047619048
14096.0,5128,57120.909999999996,3,1121,11.139023010920436
14098.0,21,147.35,36,21,7.016666666666667
14099.0,252,3092.9700000000003,15,167,12.273690476190477
14100.0,26,194.9,137,24,7.496153846153846
14101.0,35,5976.79,73,15,170.76542857142857
14102.0,84,1314.73,4,35,15.65154761904762
14104.0,21,216.20999999999998,154,21,10.295714285714284
14105.0,76,1260.33,84,74,16.58328947368421
14107.0,124,2688.48,51,61,21.681290322580644
14108.0,35,594.16,30,33,16.976
14109.0,14,80.2,22,9,5.728571428571429
14110.0,157,5669.65,3,94,36.1124203821656
14111.0,11,688.6,13,10,62.6
14112.0,173,2774.17,22,117,16.035664739884393
14113.0,40,1377.92,3,26,34.448
14114.0,15,386.53,273,15,25.768666666666665
14116.0,72,1382.74,19,61,19.204722222222223
14117.0,3,90.0,143,3,30.0
14119.0,1,-19.9,353,1,-19.9
14121.0,161,2740.3,3,148,17.020496894409938
14124.0,5,419.58000000000004,83,4,83.91600000000001
14125.0,167,2740.43,10,159,16.409760479041914
14126.0,16,643.6300000000001,7,14,40.22687500000001
14127.0,44,709.71,122,39,16.129772727272726
14128.0,46,637.5,60,40,13.858695652173912
14129.0,52,1123.8600000000001,1,31,21.61269230769231
14130.0,67,483.86,318,66,7.221791044776119
14132.0,201,3580.13,1,100,17.811592039800995
14133.0,30,590.3399999999999,129,26,19.677999999999997
14135.0,134,4690.31,1,95,35.00231343283583
14138.0,47,982.3800000000001,1,40,20.901702127659576
14139.0,26,415.82,45,26,15.993076923076924
14140.0,67,920.05,3,60,13.732089552238806
14141.0,46,879.0300000000001,2,28,19.109347826086957
14142.0,22,311.81,372,22,14.173181818181819
14143.0,7,115.8,133,7,16.54285714285714
14145.0,12,3148.2,46,6,262.34999999999997
14146.0,245,2949.57,8,183,12.039061224489796
14147.0,6,468.4,48,4,78.06666666666666
14148.0,3,157.2,233,3,52.4
14149.0,40,259.43,212,28,6.48575
14150.0,26,658.64,35,23,25.33230769230769
14152.0,50,611.09,74,47,12.2218
14154.0,52,1345.62,238,52,25.87730769230769
14155.0,6,118.75,265,6,19.791666666666668
14156.0,1420,113384.14,9,716,79.84798591549296
14157.0,49,400.43,19,45,8.17204081632653
14158.0,41,507.66,39,41,12.381951219512196
14159.0,1212,4678.3,19,501,3.8599834983498353
14161.0,108,1110.52,215,87,10.282592592592593
14162.0,25,289.36,173,25,11.5744
14163.0,52,2445.91,86,36,47.036730769230765
14164.0,29,1631.77,70,28,56.26793103448276
14165.0,25,122.53999999999999,275,23,4.901599999999999
14167.0,52,574.84,38,27,11.054615384615385
14171.0,58,363.79,97,57,6.272241379310345
14173.0,29,450.84,10,28,15.546206896551723
14174.0,26,134.46,32,26,5.171538461538462
14175.0,164,3108.06,50,139,18.95158536585366
14176.0,32,574.0,296,28,17.9375
14177.0,43,554.46,84,37,12.894418604651163
14178.0,327,1620.93,8,191,4.9569724770642205
14179.0,165,719.78,40,135,4.36230303030303
14180.0,248,4640.77,10,112,18.712782258064518
14184.0,24,452.89,66,24,18.870416666666667
14185.0,3,197.65,330,3,65.88333333333334
14188.0,71,2018.91,8,34,28.435352112676057
14189.0,277,4604.31,1,176,16.622057761732854
14191.0,263,4660.01,1,146,17.718669201520914
14193.0,42,853.39,67,35,20.318809523809524
14194.0,604,11216.75,4,269,18.570778145695364
14195.0,8,962.7,201,7,120.3375
14196.0,6,335.52,106,6,55.919999999999995
14198.0,44,663.5,3,35,15.079545454545455
14199.0,2,185.39999999999998,217,2,92.69999999999999
14201.0,39,688.04,59,32,17.64205128205128
14204.0,44,161.03,1,36,3.659772727272727
14205.0,39,218.78,10,35,5.60974358974359
14206.0,21,308.26,238,21,14.67904761904762
14208.0,10,151.74,94,10,15.174000000000001
14209.0,88,2067.13,10,55,23.49011363636364
14210.0,103,1900.89,90,66,18.455242718446602
14211.0,118,2208.3,52,87,18.71440677966102
14212.0,9,1070.48,89,9,118.94222222222223
14213.0,5,-1192.2,371,5,-238.44
14214.0,70,1000.23,30,64,14.289
14215.0,109,1777.92,11,98,16.31119266055046
14216.0,59,1839.3,2,47,31.17457627118644
14217.0,107,1925.3600000000001,1,78,17.994018691588785
14218.0,12,169.48000000000002,42,12,14.123333333333335
14219.0,7,89.94,3,7,12.848571428571429
14220.0,21,632.4,246,21,30.114285714285714
14221.0,194,3427.85,41,123,17.669329896907215
14222.0,41,683.17,176,41,16.662682926829266
14223.0,61,975.23,91,50,15.987377049180328
14224.0,118,1050.12,109,105,8.899322033898304
14226.0,73,2201.64,28,64,30.159452054794517
14227.0,183,3315.71,25,117,18.11863387978142
14229.0,43,1450.6,51,29,33.73488372093023
14231.0,54,822.0600000000001,178,47,15.223333333333334
14232.0,118,2043.93,31,81,17.321440677966102
14233.0,36,1447.51,43,30,40.20861111111111
14234.0,159,775.46,21,122,4.877106918238994
14235.0,80,3093.86,9,65,38.67325
14236.0,15,490.86,80,15,32.724000000000004
14237.0,9,161.0,372,9,17.88888888888889
14238.0,8,146.85,325,8,18.35625
14239.0,116,2323.5,42,83,20.030172413793103
14240.0,42,890.34,29,37,21.19857142857143
14241.0,10,213.70000000000002,183,10,21.37
14242.0,16,280.55,234,13,17.534375
14243.0,148,2535.88,8,99,17.134324324324325
14245.0,112,1677.48,175,107,14.977500000000001
14246.0,75,1474.06,110,57,19.654133333333334
14247.0,20,136.76999999999998,277,19,6.838499999999999
14248.0,8,302.58,317,8,37.8225
14250.0,111,1904.05,6,94,17.153603603603603
14251.0,78,2879.7000000000003,1,37,36.91923076923077
14256.0,54,935.0600000000001,253,51,17.315925925925928
14257.0,107,3087.27,50,89,28.85299065420561
14258.0,112,12650.08,8,58,112.94714285714285
14259.0,5,120.0,141,5,24.0
14261.0,52,1163.45,50,52,22.37403846153846
14262.0,143,2618.23,7,87,18.3093006993007
14264.0,19,319.47,154,17,16.81421052631579
14265.0,31,530.18,108,31,17.10258064516129
14267.0,66,1279.09,150,25,19.380151515151514
14270.0,29,492.65000000000003,331,29,16.98793103448276
14271.0,10,112.32,225,10,11.232
14272.0,33,437.96,73,33,13.271515151515151
14273.0,29,559.97,50,22,19.309310344827587
14276.0,75,1019.39,87,52,13.591866666666666
14277.0,228,3957.0,14,195,17.355263157894736
14280.0,8,134.04,196,8,16.755
14282.0,156,3729.34,2,70,23.906025641025643
14284.0,34,578.45,30,24,17.01323529411765
14285.0,27,1910.01,20,18,70.74111111111111
14286.0,285,4595.81,23,220,16.12564912280702
14287.0,11,151.23000000000002,7,10,13.74818181818182
14288.0,17,413.85,211,16,24.344117647058823
14289.0,47,911.26,8,33,19.388510638297873
14290.0,103,2307.4500000000003,10,90,22.40242718446602
14291.0,238,3873.3,1,145,16.27436974789916
14292.0,108,4819.33,7,67,44.62342592592592
14293.0,61,1046.56,2,51,17.15672131147541
14295.0,7,154.70000000000002,39,7,22.1
14297.0,64,1284.06,17,49,20.0634375
14298.0,1640,50862.44,2,884,31.01368292682927
14299.0,162,2855.35,7,94,17.625617283950618
14300.0,3,43.2,18,3,14.4
14301.0,16,632.04,107,13,39.5025
14304.0,27,197.1,222,25,7.3
14305.0,110,1803.76,70,96,16.39781818181818
14306.0,35,2083.42,50,33,59.52628571428571
14307.0,180,2995.72,88,150,16.642888888888887
14309.0,123,2319.68,7,75,18.85918699186992
14311.0,27,229.71,224,20,8.507777777777777
14312.0,87,1611.59,46,74,18.524022988505745
14314.0,8,120.0,106,8,15.0
14315.0,104,2456.98,20,64,23.62480769230769
14317.0,24,508.58000000000004,64,24,21.190833333333334
14320.0,42,343.11,206,29,8.169285714285715
14321.0,123,1530.75,10,111,12.445121951219512
14323.0,41,574.26,114,32,14.006341463414634
14326.0,9,166.85,234,8,18.538888888888888
14327.0,12,311.65,162,12,25.97083333333333
14329.0,269,4928.74,8,218,18.322453531598512
14331.0,28,462.65999999999997,123,27,16.523571428571426
14332.0,26,866.31,22,22,33.31961538461538
14333.0,19,351.45,63,15,18.49736842105263
14334.0,163,2539.46,16,98,15.579509202453988
14335.0,63,468.26,15,55,7.432698412698413
14336.0,90,1614.91,16,77,17.943444444444445
14338.0,34,554.22,157,30,16.300588235294118
14339.0,18,289.90999999999997,234,15,16.106111111111108
14340.0,6,134.7,218,6,22.45
14341.0,130,2166.38,44,109,16.664461538461538
14342.0,24,607.71,20,19,25.321250000000003
14344.0,71,889.9300000000001,126,56,12.534225352112676
14345.0,6,108.97999999999999,38,6,18.16333333333333
14346.0,60,1021.58,120,55,17.026333333333334
14348.0,18,409.57,259,18,22.753888888888888
14349.0,31,133.5,9,31,4.306451612903226
14350.0,21,258.7,270,19,12.319047619047618
14351.0,1,51.0,164,1,51.0
14352.0,47,1078.96,156,44,22.95659574468085
14353.0,6,90.6,214,6,15.1
14354.0,9,163.62,5,9,18.18
14355.0,11,174.4,365,11,15.854545454545455
14356.0,38,666.9399999999999,59,36,17.551052631578944
14357.0,41,225.77,42,39,5.506585365853659
14359.0,58,882.58,18,44,15.216896551724139
14360.0,118,2128.23,31,104,18.035847457627117
14362.0,41,161.2,21,37,3.9317073170731707
14364.0,69,3717.35,108,61,53.87463768115942
14367.0,533,9167.82,7,270,17.200412757973734
14368.0,8,155.0,319,8,19.375
14371.0,4,100.5,294,4,25.125
14373.0,4,76.55,357,4,19.1375
14375.0,75,257.68,184,57,3.4357333333333333
14377.0,11,617.05,190,11,56.095454545454544
14379.0,46,348.1,43,39,7.567391304347827
14381.0,56,202.68,51,56,3.619285714285714
14382.0,131,626.0699999999999,25,121,4.7791603053435106
14383.0,59,1247.69,37,49,21.14728813559322
14385.0,14,202.11,8,13,14.436428571428573
14386.0,7,142.4,296,7,20.342857142857145
14387.0,140,1770.56,32,125,12.646857142857142
14388.0,191,3172.04,8,124,16.607539267015706
14389.0,62,999.72,8,34,16.12451612903226
14390.0,291,4592.47,9,135,15.781683848797252
14393.0,5,67.95,217,5,13.59
14395.0,353,3471.91,1,181,9.83543909348442
14396.0,73,487.99,64,71,6.684794520547945
14397.0,95,2556.68,0,18,26.912421052631576
14400.0,26,559.7,140,25,21.52692307692308
14401.0,183,4039.98,3,113,22.07639344262295
14403.0,26,1426.31,129,17,54.85807692307692
14404.0,104,1434.72,33,70,13.795384615384616
14406.0,8,156.75,118,8,19.59375
14407.0,76,2111.08,106,67,27.777368421052632
14408.0,107,2606.53,10,60,24.360093457943925
14409.0,55,1908.25,70,40,34.695454545454545
14410.0,287,576.3,15,197,2.0080139372822297
14411.0,14,1063.0,310,14,75.92857142857143
14412.0,45,761.3299999999999,34,43,16.918444444444443
14413.0,23,122.7,361,22,5.334782608695653
14414.0,98,1485.1299999999999,91,79,15.15438775510204
14415.0,612,5811.56,0,284,9.496013071895426
14416.0,14,490.22,21,13,35.01571428571429
14418.0,124,1937.25,3,114,15.622983870967742
14419.0,206,1058.06,10,112,5.13621359223301
14420.0,30,385.87,84,29,12.862333333333334
14421.0,27,813.11,56,25,30.115185185185187
14422.0,222,4263.64,0,189,19.205585585585588
14423.0,3,265.2,217,3,88.39999999999999
14424.0,1,322.08,17,1,322.08
14426.0,264,3918.9,18,187,14.844318181818181
14427.0,17,363.34000000000003,49,16,21.37294117647059
14428.0,148,1230.14,6,108,8.311756756756758
14431.0,22,397.76,298,17,18.08
14432.0,382,2255.51,9,256,5.904476439790576
14434.0,12,1372.8,21,3,114.39999999999999
14436.0,9,89.06,98,9,9.895555555555555
14437.0,6,-43.400000000000006,142,6,-7.233333333333334
14438.0,9,131.9,305,9,14.655555555555557
14439.0,32,2661.24,319,32,83.16375
14440.0,55,2357.6800000000003,7,33,42.8669090909091
14441.0,59,1545.14,0,45,26.188813559322035
14442.0,68,1544.62,1,59,22.715
14443.0,98,1400.88,53,86,14.29469387755102
14446.0,293,1039.58,0,233,3.548054607508532
14447.0,70,1163.23,18,54,16.617571428571427
14448.0,20,375.35,8,20,18.767500000000002
14449.0,258,907.1,18,201,3.5158914728682173
14450.0,40,483.25,180,32,12.08125
14451.0,109,662.59,59,86,6.078807339449542
14452.0,62,264.44,10,55,4.26516129032258
14453.0,22,119.93,189,22,5.451363636363637
14456.0,977,3047.63,4,580,3.1193756397134087
14457.0,4,113.64,310,4,28.41
14459.0,37,1837.92,154,37,49.67351351351351
14460.0,17,383.34,109,14,22.54941176470588
14461.0,180,2103.06,147,173,11.683666666666666
14462.0,246,1965.9,63,151,7.991463414634147
14463.0,6,529.62,97,6,88.27
14465.0,130,1058.6200000000001,246,107,8.14323076923077
14466.0,72,2272.4,28,35,31.561111111111114
14467.0,90,598.76,17,67,6.652888888888889
14470.0,43,461.19,11,43,10.725348837209303
14472.0,281,1936.84,103,153,6.892669039145908
14473.0,7,234.34000000000003,73,7,33.47714285714286
14474.0,30,537.71,42,29,17.92366666666667
14475.0,47,799.82,71,36,17.017446808510638
14476.0,19,215.7,256,17,11.352631578947367
14477.0,11,1307.81,19,7,118.89181818181818
14479.0,18,316.25,253,18,17.569444444444443
14480.0,13,279.05,10,13,21.465384615384615
14481.0,30,636.51,164,25,21.217
14482.0,144,2068.15,17,110,14.362152777777778
14483.0,10,129.2,149,10,12.919999999999998
14484.0,14,321.92,49,14,22.994285714285716
14485.0,47,165.75,38,44,3.526595744680851
14487.0,145,1183.58,26,112,8.162620689655173
14488.0,49,1047.43,50,46,21.376122448979594
14489.0,30,463.38,206,30,15.446
14491.0,17,340.93,174,17,20.05470588235294
14493.0,123,2362.84,6,95,19.21008130081301
14494.0,7,139.56,25,7,19.937142857142856
14495.0,6,123.8,50,6,20.633333333333333
14496.0,19,538.8100000000001,311,16,28.35842105263158
14497.0,31,457.47,300,29,14.757096774193549
14498.0,193,1957.32,42,162,10.141554404145078
14499.0,194,815.32,25,146,4.2026804123711345
14500.0,7,356.85,87,6,50.978571428571435
14501.0,12,190.31,63,9,15.859166666666667
14502.0,631,2351.02,19,369,3.725863708399366
14503.0,164,3543.26,2,113,21.605243902439025
14504.0,107,673.26,46,85,6.2921495327102805
14505.0,803,5818.7,16,542,7.246201743462017
14506.0,316,2012.17,16,204,6.367626582278481
14507.0,98,1368.18,23,79,13.961020408163266
14508.0,57,276.42,21,52,4.849473684210526
14511.0,71,1267.4099999999999,10,53,17.850845070422533
14512.0,23,275.28,187,19,11.968695652173912
14513.0,18,438.49,100,11,24.360555555555557
14514.0,73,1055.35,60,65,14.456849315068492
14515.0,101,2102.09,17,68,20.812772277227726
14517.0,18,330.45,32,17,18.358333333333334
14518.0,16,174.37,63,16,10.898125
14520.0,4,270.6,1,3,67.65
14522.0,17,974.54,23,15,57.32588235294117
14523.0,12,241.09,107,12,20.090833333333332
14524.0,203,1867.68,31,161,9.20039408866995
14525.0,298,4221.37,8,218,14.165671140939597
14527.0,1011,7711.38,2,331,7.627477744807122
14528.0,18,364.21999999999997,36,18,20.234444444444442
14529.0,229,620.04,59,177,2.707598253275109
14530.0,216,2925.91,25,140,13.54587962962963
14532.0,64,932.85,235,45,14.57578125
14533.0,65,1812.6200000000001,24,53,27.88646153846154
14534.0,558,4075.35,2,334,7.303494623655914
14535.0,333,2841.09,58,280,8.531801801801802
14536.0,19,171.8,259,18,9.042105263157895
14537.0,10,355.56,57,10,35.556
14538.0,19,388.25,64,19,20.43421052631579
14539.0,32,537.48,15,31,16.79625
14540.0,76,996.26,9,64,13.108684210526315
14541.0,111,1461.65,58,71,13.168018018018019
14542.0,5,103.25,185,5,20.65
14543.0,107,2916.17,3,43,27.25392523364486
14544.0,114,2024.45,23,97,17.758333333333333
14546.0,417,2487.02,3,255,5.964076738609113
14547.0,367,3986.7400000000002,3,198,10.863051771117167
14548.0,4,652.8,150,2,163.2
14549.0,56,289.24,310,56,5.165
14550.0,48,765.62,10,38,15.950416666666667
14551.0,10,186.23,17,9,18.622999999999998
14552.0,58,165.07,151,57,2.8460344827586206
14553.0,113,859.27,18,103,7.604159292035398
14554.0,216,2381.04,9,147,11.023333333333333
14555.0,21,324.14,56,18,15.435238095238095
14557.0,32,0.0,63,16,0.0
14560.0,76,2174.18,6,39,28.607631578947366
14561.0,69,1080.76,75,67,15.6631884057971
14562.0,446,4709.22,3,189,10.558789237668162
14565.0,129,3073.77,95,111,23.82767441860465
